Entry,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Label
A0A8B1JHI6,4.44,6.67,0,8.89,2.22,6.67,2.22,6.67,4.44,15.56,2.22,2.22,4.44,2.22,2.22,6.67,11.11,4.44,0,6.67,0.089,0.089,0.822,0.333,0.467,0.422,0.044,0.089,0.089,0.089,0.822,0.578,0.156,0.356,0.178,0.089,0.422,0.378,0.2,0.467,0.222,0.333,0.244,0.467,0.533,-0.376,-0.812,-0.221,-0.549,-0.073,3.913,-0.2,-0.26,0,-0.31,-0.122,-0.26,-0.122,-0.26,-0.2,-0.418,-0.122,-0.122,-0.2,-0.122,-0.122,-0.26,-0.352,-0.2,0,-0.26,POSITIVE
A0A8B1JCS2,6.86,3.18,5.47,4.79,4.92,5.81,2.04,4.85,6.12,9.44,2.37,5.41,3.83,3.37,3.44,6.41,7.43,8.43,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.346,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.181,-0.439,0.001,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.18,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A8A3GVJ9,4.73,2.55,4.36,4,5.09,4.73,3.27,7.64,4,10.91,1.45,2.91,4.36,2.91,2.18,8,8.73,9.45,2.18,6.55,0.095,0.084,0.822,0.287,0.505,0.418,0.044,0.138,0.084,0.095,0.822,0.571,0.167,0.327,0.167,0.04,0.335,0.422,0.244,0.473,0.225,0.324,0.2,0.498,0.502,-0.526,-0.524,-0.222,-0.409,0.022,4.133,-0.208,-0.135,-0.197,-0.186,-0.219,-0.208,-0.161,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.148,-0.12,-0.292,-0.307,-0.322,-0.12,-0.257,POSITIVE
A0A8B1K7S3,7.04,3.13,4.79,5.4,4.74,5.97,1.7,4.88,6.24,9.88,2.38,5.31,3.72,3.43,2.97,6.7,7.83,8.4,1.04,4.43,0.109,0.102,0.789,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.789,0.531,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.268,0.228,0.529,0.471,-0.063,-0.564,-0.198,-0.479,0.009,4.172,-0.269,-0.157,-0.21,-0.227,-0.209,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.225,-0.177,-0.167,-0.151,-0.261,-0.288,-0.3,-0.069,-0.199,POSITIVE
A0A6H2L8G7,4.13,5.79,5.79,4.96,6.61,4.13,3.31,8.26,4.13,9.09,0.83,1.65,5.79,4.96,3.31,7.44,4.13,9.09,0.83,5.79,0.107,0.107,0.785,0.281,0.488,0.405,0.058,0.132,0.107,0.107,0.785,0.545,0.182,0.314,0.116,0.066,0.347,0.405,0.248,0.479,0.273,0.273,0.215,0.479,0.521,-0.361,-0.413,-0.071,-0.404,0.03,4.143,-0.19,-0.238,-0.238,-0.215,-0.259,-0.19,-0.163,-0.297,-0.19,-0.314,-0.057,-0.098,-0.238,-0.215,-0.163,-0.279,-0.19,-0.314,-0.057,-0.238,POSITIVE
A0A899K508,4.36,2.55,4.73,4,5.09,5.09,2.91,8,4,10.91,1.45,2.91,4.36,3.27,2.18,8,8.36,9.45,2.18,6.18,0.091,0.087,0.822,0.284,0.509,0.422,0.044,0.135,0.087,0.091,0.822,0.567,0.164,0.335,0.164,0.04,0.331,0.418,0.251,0.476,0.233,0.313,0.2,0.498,0.502,-0.515,-0.539,-0.226,-0.438,0.028,4.135,-0.197,-0.135,-0.208,-0.186,-0.219,-0.219,-0.148,-0.292,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.292,-0.299,-0.322,-0.12,-0.248,POSITIVE
A0A8B6RAN2,2.5,2.5,5,7.5,15,0,2.5,12.5,0,27.5,5,2.5,0,2.5,0,5,2.5,2.5,2.5,2.5,0.025,0.125,0.85,0.15,0.675,0.45,0,0.2,0.125,0.025,0.85,0.725,0.05,0.225,0.075,0.075,0.475,0.4,0.125,0.65,0.175,0.175,0.1,0.225,0.775,-1.897,-0.24,-0.232,-0.48,0.031,3.424,-0.133,-0.133,-0.216,-0.28,-0.411,0,-0.133,-0.375,0,-0.512,-0.216,-0.133,0,-0.133,0,-0.216,-0.133,-0.133,-0.133,-0.133,POSITIVE
A0A8B1IYV9,4.73,2.55,4.73,4,5.45,5.09,3.27,8,4,10.55,1.45,2.91,4.36,2.91,2.18,8,8.36,9.09,2.18,6.18,0.095,0.087,0.818,0.28,0.509,0.418,0.044,0.138,0.087,0.095,0.818,0.567,0.167,0.331,0.164,0.04,0.331,0.418,0.251,0.476,0.229,0.316,0.204,0.498,0.502,-0.502,-0.521,-0.202,-0.411,0.025,4.143,-0.208,-0.135,-0.208,-0.186,-0.229,-0.219,-0.161,-0.292,-0.186,-0.342,-0.089,-0.148,-0.197,-0.148,-0.12,-0.292,-0.299,-0.314,-0.12,-0.248,POSITIVE
A0A6H0MAP2,8.83,0,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.68,1.67,5.25,6.44,8.35,6.92,8.83,7.64,1.91,1.19,2.63,0.153,0.086,0.761,0.274,0.434,0.375,0.064,0.069,0.086,0.153,0.761,0.408,0.27,0.437,0.165,0.017,0.437,0.198,0.365,0.353,0.36,0.282,0.279,0.549,0.451,0.69,-0.448,-0.285,-0.402,0.223,4.01,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.261,-0.099,-0.223,-0.255,-0.299,-0.267,-0.309,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A7L9W025,6.21,3.14,4.79,3.77,6.05,6.52,1.34,5.97,4.79,8.56,1.1,6.91,4.56,4.87,3.3,7.78,7.62,7.54,0.94,4.24,0.094,0.086,0.82,0.277,0.474,0.394,0.046,0.112,0.086,0.094,0.82,0.517,0.209,0.353,0.154,0.042,0.339,0.355,0.306,0.449,0.297,0.266,0.236,0.551,0.449,-0.024,-0.514,-0.129,-0.52,0.004,4.159,-0.249,-0.157,-0.21,-0.178,-0.245,-0.257,-0.083,-0.243,-0.21,-0.304,-0.072,-0.266,-0.203,-0.212,-0.162,-0.287,-0.283,-0.281,-0.063,-0.193,POSITIVE
A0A6H1XPE9,7.01,3.13,4.79,5.43,4.74,5.99,1.7,4.88,6.29,9.85,2.38,5.29,3.72,3.43,2.97,6.67,7.81,8.42,1.04,4.43,0.11,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.11,0.788,0.53,0.2,0.341,0.145,0.055,0.391,0.345,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.062,-0.564,-0.2,-0.478,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.251,-0.329,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A6M4SWN5,6.21,3.14,4.79,3.77,6.05,6.44,1.34,5.97,4.79,8.48,1.1,6.91,4.56,4.87,3.3,7.78,7.62,7.7,0.94,4.24,0.094,0.086,0.82,0.277,0.474,0.394,0.046,0.112,0.086,0.094,0.82,0.518,0.209,0.353,0.154,0.042,0.339,0.357,0.305,0.449,0.297,0.266,0.236,0.551,0.449,-0.027,-0.514,-0.13,-0.52,0.003,4.159,-0.249,-0.157,-0.21,-0.178,-0.245,-0.255,-0.083,-0.243,-0.21,-0.302,-0.072,-0.266,-0.203,-0.212,-0.162,-0.287,-0.283,-0.285,-0.063,-0.193,POSITIVE
A0A891ZC78,4.13,6.61,5.79,4.96,6.61,4.13,3.31,8.26,4.13,8.26,0.83,1.65,5.79,4.96,3.31,7.44,4.13,9.92,0.83,4.96,0.107,0.107,0.785,0.281,0.488,0.405,0.058,0.124,0.107,0.107,0.785,0.554,0.182,0.314,0.116,0.074,0.339,0.413,0.248,0.488,0.273,0.264,0.223,0.496,0.504,-0.319,-0.458,-0.044,-0.404,0.013,4.14,-0.19,-0.259,-0.238,-0.215,-0.259,-0.19,-0.163,-0.297,-0.19,-0.297,-0.057,-0.098,-0.238,-0.215,-0.163,-0.279,-0.19,-0.331,-0.057,-0.215,POSITIVE
A0A899K6N1,6.85,3.2,5.48,4.79,4.92,5.79,2.03,4.83,6.12,9.44,2.37,5.41,3.85,3.37,3.44,6.43,7.43,8.43,1.1,4.74,0.116,0.103,0.781,0.252,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.5,-0.18,-0.439,0.001,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.114,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A6M6B9J6,6.27,3.17,4.84,3.81,5.95,6.59,1.35,6.03,4.84,8.25,1.03,6.98,4.52,4.92,3.33,7.7,7.7,7.46,0.95,4.29,0.095,0.087,0.818,0.278,0.471,0.391,0.045,0.112,0.087,0.095,0.818,0.513,0.21,0.356,0.154,0.042,0.338,0.356,0.306,0.447,0.299,0.266,0.237,0.552,0.448,0.003,-0.512,-0.127,-0.522,-0.001,4.16,-0.251,-0.158,-0.211,-0.18,-0.242,-0.258,-0.084,-0.244,-0.211,-0.297,-0.068,-0.268,-0.202,-0.214,-0.164,-0.285,-0.285,-0.279,-0.064,-0.195,POSITIVE
A0A7L8M9H4,6.86,3.18,5.48,4.79,4.95,5.81,2.04,4.85,6.12,9.4,2.37,5.41,3.86,3.37,3.44,6.43,7.41,8.41,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.039,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.499,-0.179,-0.438,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.215,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.3,-0.072,-0.208,POSITIVE
A0A7U3H529,6.85,3.18,5.45,4.79,4.92,5.82,2.04,4.85,6.1,9.43,2.37,5.41,3.85,3.37,3.45,6.43,7.43,8.43,1.1,4.74,0.116,0.102,0.782,0.251,0.476,0.392,0.038,0.108,0.102,0.116,0.782,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.181,-0.438,0.001,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.239,-0.115,-0.212,-0.246,-0.321,-0.128,-0.228,-0.181,-0.165,-0.168,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A7S6LA80,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.12,9.43,2.37,5.4,3.85,3.37,3.44,6.43,7.43,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.208,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.501,-0.181,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A6M4APB0,6.87,3.19,5.48,4.79,4.91,5.81,2.04,4.85,6.12,9.43,2.37,5.41,3.85,3.37,3.43,6.41,7.42,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.501,-0.18,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.213,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B6RR46,6.85,3.18,5.48,4.79,4.92,5.81,2.06,4.85,6.12,9.44,2.37,5.4,3.85,3.35,3.44,6.44,7.44,8.4,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.445,0.29,0.269,0.223,0.528,0.472,-0.043,-0.5,-0.18,-0.438,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.181,-0.164,-0.167,-0.255,-0.279,-0.3,-0.072,-0.208,POSITIVE
A0A8F0ZUE6,8.59,0,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.44,1.67,5.01,6.92,8.59,6.92,8.83,7.64,1.91,1.19,2.63,0.153,0.086,0.761,0.277,0.434,0.375,0.069,0.069,0.086,0.153,0.761,0.408,0.272,0.439,0.165,0.017,0.434,0.198,0.368,0.348,0.365,0.286,0.277,0.549,0.451,0.689,-0.44,-0.28,-0.397,0.233,4.009,-0.304,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.255,-0.099,-0.216,-0.267,-0.304,-0.267,-0.309,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A7U3EMB2,7.01,3.11,4.79,5.43,4.72,5.99,1.7,4.9,6.27,9.88,2.38,5.29,3.7,3.43,3,6.7,7.81,8.42,1.04,4.43,0.11,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.11,0.788,0.53,0.2,0.341,0.145,0.055,0.391,0.344,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.062,-0.565,-0.202,-0.479,0.009,4.172,-0.269,-0.156,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.176,-0.167,-0.152,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A7S6H9Y4,6.3,3.15,4.89,3.78,6.07,6.38,1.34,5.99,4.81,8.43,1.1,6.93,4.57,4.96,3.23,7.8,7.64,7.49,0.95,4.18,0.094,0.087,0.82,0.277,0.473,0.392,0.046,0.112,0.087,0.094,0.82,0.517,0.209,0.355,0.154,0.043,0.34,0.355,0.306,0.448,0.299,0.266,0.236,0.552,0.448,-0.015,-0.51,-0.123,-0.523,0.006,4.159,-0.251,-0.157,-0.213,-0.179,-0.245,-0.253,-0.083,-0.243,-0.21,-0.301,-0.072,-0.267,-0.203,-0.215,-0.16,-0.287,-0.284,-0.28,-0.064,-0.191,POSITIVE
A0A7U3EG30,7.01,3.13,4.79,5.43,4.74,5.97,1.7,4.9,6.27,9.88,2.36,5.29,3.72,3.43,2.97,6.67,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.39,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.064,-0.564,-0.2,-0.48,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A8B6RFB7,4.73,2.91,4.73,4,5.09,4.73,2.91,8,4,10.91,1.45,2.91,4.36,3.27,2.18,8,8.36,9.09,2.18,6.18,0.091,0.087,0.822,0.287,0.505,0.418,0.044,0.135,0.087,0.091,0.822,0.571,0.164,0.331,0.164,0.044,0.335,0.418,0.247,0.476,0.233,0.313,0.204,0.498,0.502,-0.509,-0.529,-0.206,-0.431,0.025,4.142,-0.208,-0.148,-0.208,-0.186,-0.219,-0.208,-0.148,-0.292,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.292,-0.299,-0.314,-0.12,-0.248,POSITIVE
A0A8B1JWS3,4.55,0,0,9.09,9.09,4.55,0,4.55,0,18.18,4.55,4.55,0,0,0,13.64,9.09,13.64,0,4.55,0,0.091,0.909,0.273,0.591,0.455,0,0.136,0.091,0,0.909,0.636,0.045,0.364,0.227,0.045,0.364,0.409,0.227,0.545,0.136,0.318,0.227,0.5,0.5,-1.017,-0.935,-0.285,-0.84,-0.005,3.391,-0.203,0,0,-0.314,-0.314,-0.203,0,-0.203,0,-0.447,-0.203,-0.203,0,0,0,-0.392,-0.314,-0.392,0,-0.203,POSITIVE
A0A8B1JRK3,4.55,0,0,9.09,9.09,4.55,0,4.55,0,18.18,4.55,4.55,0,0,0,13.64,9.09,13.64,0,4.55,0,0.091,0.909,0.273,0.591,0.455,0,0.136,0.091,0,0.909,0.636,0.045,0.364,0.227,0.045,0.364,0.409,0.227,0.545,0.136,0.318,0.227,0.5,0.5,-1.017,-0.935,-0.285,-0.84,-0.005,3.391,-0.203,0,0,-0.314,-0.314,-0.203,0,-0.203,0,-0.447,-0.203,-0.203,0,0,0,-0.392,-0.314,-0.392,0,-0.203,POSITIVE
A0A6G9ZX45,6.86,3.18,5.48,4.79,4.95,5.81,2.04,4.83,6.12,9.39,2.37,5.41,3.86,3.37,3.44,6.43,7.43,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.039,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.445,0.29,0.268,0.223,0.529,0.471,-0.042,-0.499,-0.179,-0.438,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.215,-0.238,-0.115,-0.211,-0.247,-0.32,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A6M8NMS9,4.84,0.54,5.38,9.14,2.69,11.29,3.23,1.08,4.84,11.29,1.61,3.76,3.76,3.76,5.91,5.91,4.3,12.37,0.54,3.76,0.14,0.145,0.715,0.183,0.495,0.446,0.038,0.07,0.145,0.14,0.715,0.43,0.215,0.398,0.102,0.022,0.446,0.253,0.301,0.446,0.306,0.226,0.226,0.522,0.478,0.312,-0.649,-0.383,-0.535,0.092,3.986,-0.211,-0.041,-0.227,-0.315,-0.14,-0.355,-0.16,-0.07,-0.211,-0.355,-0.096,-0.178,-0.178,-0.178,-0.241,-0.241,-0.195,-0.373,-0.041,-0.178,POSITIVE
A0A6M8DIF9,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.88,6.27,9.88,2.38,5.29,3.7,3.43,2.97,6.7,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.48,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.199,0.342,0.145,0.055,0.391,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.062,-0.566,-0.2,-0.48,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.176,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A8B1JT65,6.86,3.21,5.48,4.79,4.96,5.8,2.05,4.83,6.13,9.43,2.37,5.37,3.86,3.38,3.43,6.41,7.46,8.36,1.1,4.73,0.116,0.103,0.781,0.252,0.476,0.391,0.039,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.139,0.056,0.384,0.346,0.269,0.446,0.29,0.269,0.223,0.528,0.472,-0.044,-0.499,-0.179,-0.437,0.002,4.191,-0.265,-0.159,-0.23,-0.21,-0.215,-0.238,-0.115,-0.211,-0.247,-0.321,-0.128,-0.226,-0.181,-0.165,-0.167,-0.254,-0.279,-0.299,-0.072,-0.208,POSITIVE
A0A8A4XTR3,6.86,3.2,5.5,4.79,4.93,5.81,2.04,4.88,6.13,9.41,2.35,5.38,3.85,3.37,3.42,6.43,7.4,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.501,-0.18,-0.439,0.002,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.213,-0.247,-0.321,-0.127,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B6RAT1,7.01,3.13,4.79,5.43,4.74,5.99,1.7,4.88,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.65,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.064,-0.565,-0.2,-0.479,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A7L8K8V5,6.13,3.14,4.79,3.77,6.05,6.52,1.34,5.97,4.79,8.48,1.1,6.91,4.56,4.87,3.3,7.86,7.62,7.62,0.94,4.24,0.094,0.086,0.82,0.277,0.474,0.393,0.046,0.112,0.086,0.094,0.82,0.516,0.209,0.354,0.155,0.042,0.338,0.356,0.306,0.449,0.297,0.267,0.236,0.551,0.449,-0.021,-0.514,-0.128,-0.521,0.002,4.158,-0.247,-0.157,-0.21,-0.178,-0.245,-0.257,-0.083,-0.243,-0.21,-0.302,-0.072,-0.266,-0.203,-0.212,-0.162,-0.288,-0.283,-0.283,-0.063,-0.193,POSITIVE
A0A8B1KFH8,6.45,6.45,1.61,6.45,6.45,4.84,3.23,4.84,4.84,14.52,1.61,3.23,4.84,3.23,1.61,6.45,11.29,3.23,0,4.84,0.097,0.081,0.823,0.323,0.468,0.387,0.048,0.113,0.081,0.097,0.823,0.597,0.177,0.339,0.177,0.081,0.419,0.371,0.21,0.468,0.242,0.323,0.242,0.484,0.516,-0.34,-0.627,-0.077,-0.448,-0.023,4.019,-0.255,-0.255,-0.096,-0.255,-0.255,-0.211,-0.16,-0.211,-0.211,-0.404,-0.096,-0.16,-0.211,-0.16,-0.096,-0.255,-0.355,-0.16,0,-0.211,POSITIVE
A0A7R6WCH9,6.98,2.33,6.98,2.33,11.63,0,0,6.98,0,27.91,6.98,2.33,0,2.33,0,9.3,2.33,6.98,2.33,2.33,0,0.093,0.907,0.186,0.698,0.488,0,0.163,0.093,0,0.907,0.744,0.023,0.233,0.116,0.093,0.465,0.349,0.186,0.651,0.14,0.209,0.186,0.372,0.628,-1.759,-0.54,-0.131,-0.509,0.146,3.417,-0.268,-0.126,-0.268,-0.126,-0.361,0,0,-0.268,0,-0.514,-0.268,-0.126,0,-0.126,0,-0.319,-0.126,-0.268,-0.126,-0.126,POSITIVE
A0A7G4WIF4,4.17,5.21,6.25,2.08,6.25,4.17,3.12,6.25,5.21,9.38,4.17,3.12,4.17,1.04,5.21,6.25,6.25,9.38,3.12,5.21,0.135,0.083,0.781,0.24,0.51,0.375,0.042,0.146,0.083,0.135,0.781,0.583,0.208,0.26,0.125,0.094,0.344,0.417,0.24,0.479,0.219,0.292,0.198,0.49,0.51,-0.465,-0.303,-0.121,-0.119,-0.104,4.196,-0.191,-0.222,-0.25,-0.116,-0.25,-0.191,-0.156,-0.25,-0.222,-0.32,-0.191,-0.156,-0.191,-0.069,-0.222,-0.25,-0.25,-0.32,-0.156,-0.222,POSITIVE
A0A6H2EF95,4.13,5.79,5.79,4.96,6.61,4.13,3.31,8.26,4.13,9.09,0.83,1.65,5.79,4.96,3.31,7.44,4.13,9.09,0.83,5.79,0.107,0.107,0.785,0.281,0.488,0.405,0.058,0.132,0.107,0.107,0.785,0.545,0.182,0.314,0.116,0.066,0.347,0.405,0.248,0.479,0.273,0.273,0.215,0.479,0.521,-0.361,-0.413,-0.071,-0.404,0.03,4.143,-0.19,-0.238,-0.238,-0.215,-0.259,-0.19,-0.163,-0.297,-0.19,-0.314,-0.057,-0.098,-0.238,-0.215,-0.163,-0.279,-0.19,-0.314,-0.057,-0.238,POSITIVE
A0A7D6F6I5,7.01,3.16,4.79,5.43,4.72,5.97,1.7,4.93,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.67,7.79,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.065,-0.565,-0.199,-0.479,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.214,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A8B6RVB0,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.88,6.27,9.85,2.38,5.29,3.72,3.43,2.97,6.67,7.81,8.47,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.063,-0.566,-0.2,-0.479,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.329,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.302,-0.069,-0.199,POSITIVE
A0A7H2DSZ2,6.86,3.2,5.5,4.79,4.93,5.81,2.04,4.86,6.12,9.41,2.35,5.4,3.85,3.37,3.42,6.43,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.501,-0.179,-0.439,0.002,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.127,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8F0ZU75,7.11,2.99,5.33,3.96,6.38,5.82,1.05,6.22,4.85,7.75,1.29,6.38,4.12,5.09,3.23,8.32,7.35,7.75,0.81,4.2,0.091,0.093,0.816,0.279,0.473,0.388,0.041,0.114,0.093,0.091,0.816,0.518,0.196,0.359,0.157,0.043,0.343,0.357,0.3,0.448,0.297,0.263,0.242,0.552,0.448,-0.006,-0.514,-0.121,-0.547,0.024,4.153,-0.271,-0.151,-0.225,-0.184,-0.253,-0.239,-0.069,-0.249,-0.212,-0.286,-0.081,-0.253,-0.19,-0.219,-0.16,-0.298,-0.277,-0.286,-0.056,-0.192,POSITIVE
